model,lite_index,task_id,family,topology,selected_attempt,run_ref,task_version,result_basis,raw_result,adopted_result,evaluation_status,raw_score,adopted_score,score_basis,steps,duration,termination_reason,failure_class,device_count,device_types,device_ids,metadata_ref,result_index_ref
qwen3.7-plus,33,linux_android_1313,linux_android,2A+2L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/033_linux_android_1313,sha256:756e657fba6718d02434a4c9e27cadce133f2e69a687cddb00ede8f7294f1179,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,1131.472,max_steps,timeout,4,android+linux,linux_0+linux_1+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/033_linux_android_1313/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,34,linux_android_1798,linux_android,android_0+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/034_linux_android_1798,sha256:fb8ff580549b0da7045596d9131565116d5b7e67a86cd2f91090e84a40dfa5c2,final_merged_selected_attempt,PASS,PASS,lifecycle_valid,1.0,1.0,selected_attempt_evaluator_trace,5,306.563,done,passed,3,android+linux,android_0+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/034_linux_android_1798/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,35,linux_android_1368,linux_android,2A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/035_linux_android_1368,sha256:917383222ad139278defd5b8b74fd8430a5e1eb2eba3785aca2af51d464da0ba,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,772.495,max_steps,timeout,3,android+linux,linux_0+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/035_linux_android_1368/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,36,linux_android_1078,linux_android,android_0+linux_0,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/036_linux_android_1078,sha256:84d71201f3ce14f1af22508f171ed513a0d86e837442590085ae9c99c6eed177,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,686.789,max_steps,timeout,2,android+linux,android_0+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/036_linux_android_1078/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,37,linux_android_1255,linux_android,1A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/037_linux_android_1255,sha256:2236ec9411ebdc844e22ae768b960b0e00223195ba3c12c6f9f680d4581ed963,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,50,661.991,max_steps,timeout,2,android+linux,linux_0+android_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/037_linux_android_1255/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,38,linux_android_1241,linux_android,1A+2L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/038_linux_android_1241,sha256:ce6fc88ceadc1a66347d1790d0da509424afc12677da2ed207cae0d1f924b1f1,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.4,0.4,selected_attempt_evaluator_trace,50,933.417,max_steps,timeout,3,android+linux,linux_0+linux_1+android_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/038_linux_android_1241/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,39,linux_android_1357,linux_android,2A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/039_linux_android_1357,sha256:b939bf1b12408878281ddc04e286aca98d60e147cb4b40904f8ecfb0428fd3c9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,1308.56,max_steps,timeout,3,android+linux,linux_0+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/039_linux_android_1357/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,40,linux_android_1831,linux_android,android_0+linux_0,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/040_linux_android_1831,sha256:3975c19667fb9e7c5e06f0fd15ef02a484f24b36e8e27dd4af69371b7649c3cc,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,932.6,max_steps,timeout,2,android+linux,android_0+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/040_linux_android_1831/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,41,linux_android_1324,linux_android,2A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/041_linux_android_1324,sha256:db155344c04413078d40b6fa4fd0556d4adda45fc93ce30678b80b702dc5dea0,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,50,808.433,max_steps,timeout,3,android+linux,linux_0+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/041_linux_android_1324/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,42,linux_android_1215,linux_android,2A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/042_linux_android_1215,sha256:600bcddf6173279eedf04e1e8470d73ce984f29f196b867db1ac7bf10c1496e6,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,816.768,max_steps,timeout,3,android+linux,linux_0+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/042_linux_android_1215/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,43,linux_android_1320,linux_android,2A+2L,repair_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/repair_01/043_linux_android_1320,sha256:1bf130f689a94c4785ff53e14a84e0b491cb981865d5cf91893ed94109c05bf8,final_merged_infrastructure_repair:lite_43,INFRASTRUCTURE_INVALID,FAIL,lifecycle_valid,,0.5,official_repair_attempt_evaluator_trace,5,529.145,done,model_behavior,4,android+linux,linux_0+linux_1+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/repair_01/043_linux_android_1320/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,44,linux_android_1814,linux_android,android_0+android_1+linux_0,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/044_linux_android_1814,sha256:00a1ff1a7fdc530d12fc1657d7ca0b68b756cf9d8f57cd99ef1d68a0b7a19dd5,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,1260.78,max_steps,timeout,3,android+linux,android_0+android_1+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/044_linux_android_1814/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,45,linux_android_1289,linux_android,1A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/045_linux_android_1289,sha256:774007b169136e0b8ff0847c33098db9eae82cda272a01a4bb1c881c8000ccd9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,703.308,max_steps,timeout,2,android+linux,linux_0+android_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/045_linux_android_1289/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,46,linux_android_1851,linux_android,android_0+linux_0,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/046_linux_android_1851,sha256:96d89be1945a0edc8b956c3995939fa1cdd7d5b748d68886e8607f9da89a26f0,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,816.052,max_steps,timeout,2,android+linux,android_0+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/046_linux_android_1851/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,47,linux_android_1365,linux_android,2A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/047_linux_android_1365,sha256:c15fbd6afd887efed7e0ad879810f5930406f3c53cc51172d27c7d8c137b270b,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,33,553.474,done,model_behavior,3,android+linux,linux_0+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/047_linux_android_1365/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,48,linux_android_1853,linux_android,android_0+android_1+linux_0,repair_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/repair_01/048_linux_android_1853,sha256:62c0e8835c65c50a0796822496a25d78b138381fe337b03b38d467550856b244,final_merged_infrastructure_repair:lite_48,INFRASTRUCTURE_INVALID,FAIL,lifecycle_valid,,0.5,official_repair_attempt_evaluator_trace,22,1845.924,time_limit,timeout,3,android+linux,android_0+android_1+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/repair_01/048_linux_android_1853/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,49,linux_android_1185,linux_android,2A+2L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/049_linux_android_1185,sha256:cc0f5449f563307b95bf3733e9276e781b2d6d5db768b6534278049e854b3d83,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.3333333333333333,0.3333333333333333,selected_attempt_evaluator_trace,50,1478.088,max_steps,timeout,4,android+linux,linux_0+linux_1+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/049_linux_android_1185/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,50,linux_android_1217,linux_android,1A+2L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/050_linux_android_1217,sha256:9a01ba267939ae4c2b0d343d023295fa58dad540b7501d371339f4eda471179d,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,886.577,max_steps,timeout,3,android+linux,linux_0+linux_1+android_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/050_linux_android_1217/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,51,linux_android_1858,linux_android,android_0+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/051_linux_android_1858,sha256:664ea917ced7df68d52f4da68373b24fadd2b5220bb51c1b275366028249b571,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,5,313.52,done,model_behavior,3,android+linux,android_0+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/051_linux_android_1858/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,52,linux_android_1181,linux_android,1A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/052_linux_android_1181,sha256:f623b5ef250d46d76c293349f5dfc3918bef6159b61db2f4cd7de2261360acf6,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,651.33,max_steps,timeout,2,android+linux,linux_0+android_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/052_linux_android_1181/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,53,linux_android_1869,linux_android,android_0+android_1+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/053_linux_android_1869,sha256:ca0af96a1b404bd83a2edebc5f3267c9b43a163cc01dd1822a0662e7d8f86515,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.5,0.5,selected_attempt_evaluator_trace,50,1830.664,time_limit,timeout,4,android+linux,android_0+android_1+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/053_linux_android_1869/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,54,linux_android_943,linux_android,android_0+linux_0,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/054_linux_android_943,sha256:d1722f1b7445758459acd412d161aea5ce578add43a3fa7be0e028bebddcd689,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,806.879,max_steps,timeout,2,android+linux,android_0+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/054_linux_android_943/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,55,linux_android_1274,linux_android,2A+1L,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/055_linux_android_1274,sha256:289ef6491a7db9df16e74a926ae0d99babdaa21a680017f9c718230a84b79f6e,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,50,836.536,max_steps,timeout,3,android+linux,linux_0+android_0+android_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/055_linux_android_1274/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,56,linux_android_1863,linux_android,android_0+android_1+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/056_linux_android_1863,sha256:6b9819f51e71ada60ea07cc021783f9cc041ac5515e80a82d2e75547c9cb6557,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,47,1837.128,time_limit,timeout,4,android+linux,android_0+android_1+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/056_linux_android_1863/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,57,linux_android_1866,linux_android,android_0+android_1+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/057_linux_android_1866,sha256:ee6cad3e0a5029110f4d1ddff32ad8e58fef0be459ed9e4fe336a220ff3307d4,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,32,1620.34,done,model_behavior,4,android+linux,android_0+android_1+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/057_linux_android_1866/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,58,linux_android_997,linux_android,android_0+android_1+linux_0,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/058_linux_android_997,sha256:70a06b8ffa8f3e8fe25bfb9bf4176fc3271290f7781399cba0858cbbeb560b2c,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,38,1933.453,time_limit,timeout,3,android+linux,android_0+android_1+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/058_linux_android_997/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,59,linux_android_947,linux_android,android_0+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/059_linux_android_947,sha256:29c56cb9ba8a561ae1ef79709124f925ecaeeb25e857c01bf2a0aa82fd91c3c8,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,38,1470.179,done,model_behavior,3,android+linux,android_0+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/059_linux_android_947/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,60,linux_android_1080,linux_android,android_0+android_1+linux_0,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/060_linux_android_1080,sha256:73606179d07e1ac591113081a2299b1c51b206bf47937a4bda9b16e3fbc5d7d9,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.6666666666666666,0.6666666666666666,selected_attempt_evaluator_trace,45,1848.183,time_limit,timeout,3,android+linux,android_0+android_1+linux_0,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/060_linux_android_1080/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,61,linux_android_1859,linux_android,android_0+android_1+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/061_linux_android_1859,sha256:cddc74abb1fc8ddc4962c923f33fd4f2ff10aaaf1d6198f0b3bd00803a742265,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,11,909.064,done,model_behavior,4,android+linux,android_0+android_1+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/061_linux_android_1859/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
qwen3.7-plus,62,linux_android_905,linux_android,android_0+linux_0+linux_1,run_01,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/062_linux_android_905,sha256:241fc089a135766674599a0fe390dc7533443741414dcdb0bf3abc405a6ce2c6,final_merged_selected_attempt,FAIL,FAIL,lifecycle_valid,0.0,0.0,selected_attempt_evaluator_trace,50,1734.028,max_steps,timeout,3,android+linux,android_0+linux_0+linux_1,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/run_01/062_linux_android_905/config/task.json,/Users/Admin/home/MDC_Benchmark_lite_ufo3/runs/qwen3.7-plus-core200-20260829/mdcbench_lite_v1/final_merged_status_after_infrastructure_repairs.json
